-0.9126109708904551, 5.527086996567014, 62, 683.7741935483867
109.06772680208712, 6.722007518408269, 61, 650.885245901638
219.61953714706488, 8.794139058676855, 60, 621.5833333333336
333.2098491252808, 10.564494086373877, 58, 585.6206896551721
443.48929417364513, 12.655694907955642, 63, 677.4285714285718
554.2503765346706, 13.985127557171587, 61, 649.9672131147533
664.5114860635825, 14.128642815669508, 61, 642.5573770491808
775.0178928328261, 13.54782559109794, 58, 580.48275862069
885.893120437214, 12.808121282183585, 62, 658.6612903225808
999.5008368024415, 12.349505457436216, 58, 570.9310344827586
1109.317934740081, 13.095332954484604, 61, 640.5245901639348
1220.1986360083333, 13.10537902257947, 60, 613.0333333333332
1330.4887962967637, 13.846054185819533, 59, 595.1186440677961
1440.7453651349633, 14.586019704708463, 60, 619.3333333333331
1551.6619765040227, 17.106755520622613, 62, 666.7096774193552
1664.7060463877347, 23.350127441505343, 59, 592.7457627118649
1775.501604874597, 29.876634528582716, 61, 642.7540983606553
1886.5145736570112, 32.39877901070649, 63, 675.492063492064
1995.9212236443977, 33.296041557141415, 61, 643.1147540983601
